name,totalInvested,dealCount
Dr. Prasad Kaipa,0.0,0
Dr. Rameshwar Kumar,150000.0,1
Dr. Ranjan Pai,4200000.0,2
Dr. Ritesh Malik,100000.0,1
Dr. Sridhar Ramaswamy,250000.0,1
Dragoneer Investment,16000000.0,2
Dragoneer Investment Group,0.0,0
Draper Associates,3650000.0,1
Draper Fisher Jurvetson,4000000.0,1
Draphant Consultants,0.0,0
Dream Incubator,15570000.0,2
Dreamweaver Investments,0.0,0
Dunamis Ventures Pte Ltd,2250000.0,1
Dunamis Ventures Pte Ltd.,1000000.0,1
Dutch government fund,0.0,0
E-City VEntures Atul Goel,1000000.0,1
E.ON,16600000.0,1
ECL Finance,44000000.0,1
EDBI,277000000.0,2
EDFIMC (ElectriFI),2739034.68,1
EVC Ventures,500000.0,1
Eagle10 Ventures,0.0,0
Earlsfield Capital,1315000.0,2
East Ventures & Others,0.0,0
EcoEnterprise Fund,2739034.68,1
Edelweiss Financial Services,0.0,0
Edelweiss Private Equity,26000000.0,2
Edelweiss and Beenext,14270000.0,1
Eduardo Saverin,23000000.0,2
Eduardo Saverin & Velos Capital,11000000.0,1
Eight Innovate,0.0,0
Eight Road Ventures,15000000.0,1
Eight Roads,45000000.0,1
Eight Roads Ventures,125500000.0,8
Eight Roads Ventures India,25700000.0,2
Electronic Development Fund,25000000.0,1
Elevar Equity,97500000.0,3
Elevar Equity and Accel Partners,23500000.0,1
Elevate Sports,4200000.0,2
Elliot Stechman,168000.0,1
Emerald Media,85000000.0,2
Emergent Ventures,3200000.0,2
Emergent Ventures India,0.0,0
Emergent Ventures and Y Combinator,8000000.0,1
Emerging India,50000000.0,1
Emery Capital,0.0,0
Empire Angels,11000000.0,1
Enablers platform,300000.0,1
Endeavor Catalyst Fund,2739034.68,1
Endiya Partners,13590000.0,8
"Endiya Partners, pi Ventures",24800000.0,2
Engie RDE Fund,2739034.68,1
Ennovent Impact Investment Holding,0.0,0
Entrepreneurs India,1000000.0,2
Epsilon Venture Partners,31000000.0,2
Equanimity Venture Fund,1000000.0,1
Equanimity Ventures,140000000.0,1
Equentia Natural Resource & Other undisclosed investors,0.0,0
Equentia Natural Resources,160000.0,1
Equity Crest,250000.0,1
Eros Labs,500000.0,1
Esvee Technologies Inc,311000.0,1
Eureka Forbes Ltd,700000.0,1
European investment fund,2500000.0,1
Evan Lim,300000.0,2
Excelsior Investments,180000.0,1
Exfinity Fund,1500000.0,1
Exfinity Venture,2000000.0,1
Exfinity Venture Partners,19000000.0,7
Exfinity Venture Partners & Others,0.0,0
Exfinity Ventures,11850000.0,3
"Exfinity Ventures, growX ventures",0.0,0
Existing & New Investors,0.0,0
Existing Investors,500000.0,1
Existing investors,55000000.0,1
Experian,7000000.0,1
Extreme Venture Partners\\xc2\\xa0 William Bissell,0.0,0
F-Prime Capital Partners,22500000.0,2
FAO Ventures,2000000.0,1
FF Angel,2000000.0,1
FIH Mobile Ltd,0.0,0
FIL Capital Management,7000000.0,1
FJ Labs,2400000.0,1
FTV Capital,56000000.0,1
Facebook FB Start programme,40000.0,1
Facebook FBStart,120000.0,3
Factor[e] Ventures,783000.0,1
Faering Capital,15200000.0,3
Fairfax,45000000.0,1
Fairfax Holdings,0.0,0
Falcon Edge,35390000.0,2
Falcon Edge Capital,954500000.0,6
Family Pot Investments LLP,115000.0,1
Faraz Khan,0.0,0
Farhaan Shabbir,0.0,0
Farhan Naqvi,1000000.0,1
Farm To Fork,400000.0,1
Farooq Adam,0.0,0
Farooq Adam Mukadam,370000.0,1
Farooq Oomerbhoy,0.0,0
Farooq Oomerbhoy & Other angel investors,300000.0,1
Fauzan Rahim,0.0,0
Fenqile,2000000.0,1
FiNC,0.0,0
Fidelity Biosciences,10000000.0,1
Fidelity Growth Partners,91000000.0,4
Fidelity Growth Partners India,25000000.0,2
FinTech,17411265.0,1
Fireside Ventures,4550000.0,4
Fireside Ventures & Others,0.0,0
Firoze Irani,2700000.0,1
Flipkart,238150000.0,10
Flipkart Logistics Pvt. Ltd,1580000.0,1
Florida based Angel investor,150000.0,1
Florintree,3350000.0,1
Florintree Advisors,3800000.0,1
Ford Smart Mobility Llc,24000000.0,1
Fork Media,3000000.0,1
Fortisure Ventures,6000000.0,1
Fosun International,42000000.0,2
Fosun RZ Capital,30000000.0,1
Foundation Capital,11000000.0,1
Founder Collective,4600000.0,1
Founders Fund,0.0,0
Foxconn,509000000.0,2
Foxconn Technology Group,175000000.0,1
Foxconn Technology Group & Others,0.0,0
Francesco Cara,0.0,0
Franchise India,3000000.0,1
Franchise India Brands,1000000.0,1
Franklin Templeton International Services Pvt. Ltd,15000000.0,1
FreakOut Group,0.0,0
Fred Khosravi,30000000.0,1
FreshMenu),500000.0,1
Frontline Strategy,5600000.0,1
Fulcrum Ventures,3000000.0,1
Fullerton Financial Holdings Pte Ltd & Others,87000000.0,1
Fullerton India Credit Company Ltd,312000.0,1
Fundamentum,12000000.0,1
Funding through 1Crowd platform,150000.0,1
Fundnel,500000.0,1
Fung Strategic Holdings,35000000.0,1
Fusion Tech Ventures,150000.0,1
Fusiontech Ventures & Others,0.0,0
Future Fund,40000000.0,1
G Ravishankar,0.0,0
GAIL India Ltd,0.0,0
GAIN,0.0,0
GBIM Technologies Pvt Ltd,45000.0,1
GEMS Advisory,369000.0,2
GEMS group,250000.0,1
GEMs,0.0,0
GEMs Advisory,0.0,0
GFC,18000000.0,1
GHV,0.0,0
GHV Accelerator,500000.0,4
GIC,100000000.0,1
GIC ventures,28000000.0,1
GMO Japan,4000000.0,1
GMO Payment Gateway,50000000.0,1
GPA group,0.0,0
GREE Ventures,11900000.0,3
GREE Ventures and Summit Media,5500000.0,1
GREX,230000.0,1
GROUPE SOS,150000.0,1
GSF,500000.0,1
GSF and Other angel investors,900000.0,1
GVFL,7400000.0,2
GVFL Ltd,3000000.0,1
GWB Group,0.0,0
Gabriel Investments,600000.0,1
Gagan Dugal,250000.0,1
Gagan Goyal,0.0,0
Gagan Hasteer,0.0,0
Gaja Capital,13000000.0,1
Gaja Capital Private Equity Fund,10000000.0,1
Ganesh Narasimhan,100000.0,1
Ganesh Natarajan,0.0,0
Ganpat Singhvi,3100000.0,1
GardX International,0.0,0
Gati Ltd,0.0,0
Gaurav Agarwal,285000.0,1
Gaurav Bhalotia,1800000.0,2
Gaurav Bhatnagar,1300000.0,1
Gaurav Bhogle,0.0,0
Gaurav Dalmia,0.0,0
Gaurav Gupta,0.0,0
Gaurav Kachru,620000.0,1
Gaurav Lochan,100000.0,1
Gaurav Luniya,0.0,0
Gaurav Marya,1000000.0,1
Gaurav Munjal,0.0,0
Gaurav Sharma,500000.0,1
Gaurav Singhvi,250000.0,1
Gaurav Suri and Ankit Kesarwani,250000.0,1
Gaurav Vats,80000.0,1
Gautam Chhaochharia,0.0,0
Gautam Gandhi,0.0,0
Gautam Ivatury,0.0,0
Gautam Sinha,168000.0,1
General Atlantic,51000000.0,1
General Catalyst,4600000.0,1
General Catalyst Partners,2500000.0,1
Geniee,0.0,0
Girish Mathrubootham,7356000.0,7
Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors,500000.0,1
Girish Matrubootham,400000.0,1
Girish Reddy,1000000.0,1
Girnar Software,2000000.0,1
GirnarSoft,1000000.0,1
Gleevoaz Ventures,0.0,0
Global Founders Capital,36500000.0,2
Global Institutional Investors,200000000.0,1
Globeinvestor,0.0,0
Globevestor,1450000.0,2
Globevestor & others,750000.0,1
Globevestor Angel Fund,0.0,0
Goa,0.0,0
Gokaldas Exports Ltd,0.0,0
Gokul Jaykrishna,1000000.0,1
Gokul Rajaram,6890000.0,2
Goldbell Group,1000000.0,1
Goldman Sachs,300889975.53999996,6
Goldman Sachs Group,31300000.0,1
Goldman Sachs Investment Partners and Silicon Valley-based Accel,150000000.0,1
"Goldman Sachs, hedge fund & Others",20000000.0,1
Google,12300000.0,1
Google Capital,95000000.0,2
Google Capital & Accel Partners,50000000.0,1
Gopal Aggarwal,100000.0,1
Gopal Srinivasan,0.0,0
Gordon and Betty Moore Foundation,600000.0,1
Govind Rajan & Others,0.0,0
Grace Capital Ventures,1200000.0,1
Grace Grace Techno Ventures LLP,0.0,0
Grasshoppers,0.0,0
Gray Matters,180000.0,1
Gray Matters Capital,7500000.0,2
Great Oaks Ventures,1500000.0,1
Green House Ventures,200000.0,2
Green House Ventures (GHV),400000.0,4
Green House Ventures Accelerator,250000.0,1
Green Shots Capital,2000000.0,2
Green Visor Capital LP II,0.0,0
Greenfield Advisory,0.0,0
Greenoaks Capital,450000000.0,3
Greenoaks Capital Partners,250000000.0,1
Greenoaks capital,25000000.0,1
Grex.in,400000.0,2
Grey Orange,2000000.0,1
Grey Orange Robotics,1000000.0,1
Greycroft Partners,21000000.0,2
"Greycroft, e.ventures",25000000.0,1
Group of 15 Angel Investors,350000.0,1
Group of Angel Investors,1659600.0,14
Group of Angel Investors from US/India,120000.0,1
Group of Angel investors,300000.0,2
Group of HNI investors,1000000.0,1
Group of Investors,0.0,0
Group of angel investors,0.0,0
Group of undisclosed Angel Investors & HNIs,375000.0,1
GrowX,2400000.0,1
GrowX Ventures,8200000.0,4
GrowX Ventures.,1500000.0,1
GrowX ventures,1000000.0,1
Growth DNA,1000000.0,1
GrowthStory,550000.0,1
Growx Ventures,0.0,0
Gujarat Venture Finance Limited (GVFL),7000000.0,1
Gujarat Venture Finance Ltd,0.0,0
Gujarat based angel investors,245000.0,1
Gulpreet Kohli,0.0,0
Gund Investment,0.0,0
Gurmeet Chahal & Others,305000.0,1
Gurpreet Singh & others,2400000.0,1
Guy Oseary,0.0,0
Gyanendra Singh,0.0,0
H C Jain,0.0,0
HAX Accelerator,100000.0,1
HBM Healthcare Investments,15000000.0,1
HCS Venture capital fund,0.0,0
HDFC,4200000.0,2
HDFC Asset Management,10000000.0,1
HDFC Bank,10000000.0,1
HDFC Life,10000000.0,1
HIS Co. Ltd,10000000.0,1
HR Fund,1000000.0,1
HR Technology fund,7500000.0,1
HT Digital Media Holdings Ltd,0.0,0
HT Media,1800000.0,1
HT Media Ltd,4400000.0,1
Hack VC,8000000.0,1
Haitong Securities,0.0,0
Haldyn Glass,135000.0,1
Hampton Capital,3000000.0,1
Hamraj Kumar,0.0,0
Haresh Chawla,8500000.0,4
Hari Krishna,223608.0,1
Harinder Takhar,0.0,0
Harmeet Bajaj,0.0,0
Harminder Sahani,300000.0,1
Harminder Sahni,0.0,0
Harmony Partners,140000000.0,3
Harpreet Singh Grover,450000.0,2
Harsh Kundra,0.0,0
Harsh Mahajan,1000000.0,1
Harsh Mariwala,44500000.0,3
Harsh V. Pant,0.0,0
Harsh Vardhan Hada,50000.0,1
Harvard Angels,0.0,0
HealthQuad,15800000.0,1
HealthQuad and Fireside Ventures,2100000.0,1
Healthsquad,0.0,0
Helion Advisors,25000000.0,1
Helion Venture,12000000.0,1
Helion Venture Partner,900000.0,1
Helion Venture Partners,471190000.0,15
Helion Ventures,73750000.0,7
Helion Ventures Partners,5000000.0,1
Helix Investments,4800000.0,1
Hemang Sahani,0.0,0
Hemant Kanakia,270000.0,1
Hemant Kaul,355000.0,2
Hemant Luthra,436000.0,1
Hemant Sahni,300000.0,1
Herb Madan,0.0,0
Hercules Capital,51000000.0,1
Hermes Group,180000.0,1
Hero Electronix\\xe2\\x80\\x99s corporate financing arm,25000000.0,1
Hero Enterprise,250000000.0,1
Hero MotoCorp,27000000.0,1
Hetal Sonpal,500000.0,1
High Networth Individuals (No details),600000.0,1
High Networth Individuals (undisclosed),150000.0,1
High Networth Individuals from India & USA,3000000.0,1
Hillhouse Capital,190000000.0,3
Himanshu Aggarwal,685000.0,2
Himanshu Aggrawal,1500000.0,1
Hinduja Group,0.0,0
Hinduja Leyland Finance,3800000.0,1
Hinduja Leyland Finance and IntelleGrow,4600000.0,1
Hinduja family,0.0,0
Hines,23000000.0,1
Hiro Mashita,0.0,0
Hirokazu,500000.0,1
Hitesh Gupta,0.0,0
Hitesh Oberoi,550000.0,1
Hitesh Windlass,0.0,0
Hitouch AG,0.0,0
Holostik Group,1000000.0,1
Holtzbrink Ventures,11000000.0,1
Horizons Ventures,41000000.0,2
Hornbill Orchid India Fund,3591375.0,1
Horseferry,0.0,0
Hrishi Oberoi,200000.0,1
Hrishikesh Parandekar,1000000.0,1
Huang Wei,0.0,0
Hunch Ventures,550000.0,1
Huzaifa Khorakiwala,0.0,0
Hyderabad Angels,4850000.0,6
Hyderabad Angels (at Startup Heroes event),80000.0,5
Hyderabad based investor,165000.0,1
Hyperplane Venture Capital and several angel investors,1700000.0,1
Hyundai,14270000.0,1
I-cube-N,166000.0,1
IA Venture Strategies Fund II LP,0.0,0
IAN Fund,29000000.0,2
IAN Fund and DSG Consumer Partners,200000000.0,1
IAN Ventures,0.0,0
ID Enablers Pvt Ltd,250000.0,1
IDFC Parampara Early Stage Opportunities Fund,1000000.0,1
IDFC SPICE Fund,15000000.0,1
IDFC-Parampara Capital,1100000.0,1
IDFC-Parampara Fund,0.0,0
IDG,0.0,0
IDG Venture,19000000.0,1
IDG Ventures,292900000.0,25
IDG Ventures & Advantedge fund,0.0,0
IDG Ventures & Indian Angel Network,1000000.0,1
IDG Ventures India,76350000.0,16
IDG Ventures India Advisors,4000000.0,1
IDG ventures,1100000.0,1
IFC,83500000.0,2
IFC Everstone Group,27000000.0,1
IFMR Capital,11620000.0,4
IFMR Capital Finance,2500000.0,1
"IFMR, and MAS Financial Services Ltd",4000000.0,1
IIFL,0.0,0
IIFL Seed Ventures,2400000.0,1
IIFL Seed Ventures Fund,7500000.0,1
IIFL Wealth,19000000.0,1
IIFL Wealth Management Seed Venture Fund,16000000.0,1
IIFL and Accel Partners,30000000.0,1
IIT Ropar,0.0,0
IL&FS,32000000.0,1
IL&FS Investment Managers,1600000.0,1
IL&FS Private Equity,2500000.0,1
ILearnFinance Academy Pvt. Ltd.,700000.0,1
IMJ Investment Partners,4600000.0,1
IMM Investment,15000000.0,1
ITW Digital,500000.0,1
Ibibo Group,0.0,0
Idea Wave Labs,0.0,0
IdeaSpring Capital,500000.0,1
Ideaspring Capital,1700000.0,3
Ideation Initiative Pvt. Ltd,670000.0,1
Idein Ventures,520000.0,3
Ignition Partners,40000000.0,2
Imanpreet Singh Arora,0.0,0
Impact Investment Holding,0.0,0
Impanix Capital,5000000.0,1
InCred,385000.0,1
InCred Finance,312000.0,1
InMobi,315000.0,1
Inara Capital,0.0,0
Inc,0.0,0
Inc95 Consulting,311000.0,1
Incofin Investment Management.,6000000.0,1
Incubate Fund,0.0,0
Incubate Fund India,0.0,0
Incubation Foundation (SIIF),0.0,0
India Alternatives,12000000.0,1
India Educational Investment Fund,0.0,0
India Innovation Fund India Venture Partners,0.0,0
India Internet Fund,700000.0,1
India Nivesh Growth Fund,13000000.0,1
India Quotient,67243000.0,18
India Quotient & other investors,0.0,0
India Quotient and LetsVenture\\xe2\\x80\\x99s Angel Fund,0.0,0
India Quotient and others,441000.0,1
India Quotient.,1200000.0,1
India Value Fund Advisors,30000000.0,1
India Ventures,0.0,0
IndiaMart,0.0,0
IndiaNivesh Venture Capital Fund,2000000.0,1
Indian Angel Network,17232000.0,23
Indian Angel Network (IAN),3100000.0,2
Indian Angel Network and other angel investors,0.0,0
Indian Angel network,450000.0,1
Indian Angels Network,0.0,0
Indian Quotient,5000000.0,1
Indian fintech fund,354600.0,1
Individual Investors,46872000.0,4
Individual investors,278000.0,1
Indochine International,500000.0,1
Indus Age Partners,700000.0,1
IndusAge Partners,14000000.0,1
Infibeam,22866000.0,2
Infina Finance Pvt. Ltd,1350000.0,1
Inflexionpoint,0.0,0
Info Edge,3872000.0,3
Info Edge (India),25147000.0,2
Info Edge (India) Ltd,10680000.0,9
Info Edge (India) Ltd and Temasek,27700000.0,1
InfoEdge,6300000.0,3
Infocomm Development Authority of Singapore,360000.0,1
Infocomm Investments,675000.0,1
Infosys,3000000.0,1
Infosys Innovation Fund,10000000.0,1
Infosys co-founder Kris Gopalakrishnan,0.0,0
Infuse Ventures,6050000.0,4
Infuse Ventures fund,0.0,0
Ingram Content Group,30000.0,1
Initia Holdings,1000000.0,1
InnoVen Capital,18200000.0,4
InnoVen Capital India,21400000.0,2
Innogy,32000000.0,1
Innov8,25000000.0,1
Innov8 founder Ritesh Malik,0.0,0
Innovations East,3000000.0,1
Innoven Capital,29300000.0,5
Insight Partners,75000000.0,1
Insight Venture Partners,18000000.0,1
Insignia Ventures Partners,1100000.0,1
Insistor,2000000.0,1
Insitor Impact Asia Fund,2500000.0,1
Instalabs,500000.0,1
Institutional Venture Partners,30000000.0,1
InsuResillience Investment Fund,0.0,0
Intel Capital,13500000.0,1
Intel Capital & Kae Capital,6000000.0,1
IntelleGrow,3800000.0,1
Intellecap Impact Investment Network,700000.0,1
"Intellecap Impact Investment Network, family office fund",160000.0,1
Intelli Reboot Digital Pvt. Ltd,0.0,0
InterGlobe Technology Quotient,1000000.0,1
InterWest Partners,16000000.0,1
International Finance Corp,60000000.0,1
International Finance Corporation,44000000.0,3
International Finance Corporation (IFC),85500000.0,3
International Financial Corporation,15000000.0,1
Internet Group,500000.0,1
Intex Technologies,0.0,0
Inventus Capital,17150000.0,3
Inventus Capital Partners,38500000.0,3
Investment AB Kinnevik,150000000.0,1
Investopad,0.0,0
Investors from Mumbai Angels & LetsVenture,0.0,0
Iron Pillar,22000000.0,1
Iron Pillar and IIFL,10000000.0,1
Ishan Manaktala,0.0,0
Ishwar Singh,0.0,0
Ivy League Alumni Angel Network,2000000.0,1
IvyCamp Ventures,0.0,0
IvyCap Ventures,43650000.0,5
IvyCap Ventures and Unicorn India Ventures,0.0,0
Ivycap Ventures Advisors,4000000.0,1
J.P. Bhatt,0.0,0
JAFCO Asia,11000000.0,2
JLL,3100000.0,2
JM Financial Products Ltd,0.0,0
JM Financials and MEMG,0.0,0
JMR Infotech India Pvt Ltd,0.0,0
JS Capital,13000000.0,1
JS Capital Management,16000000.0,1
JSW Ventures,9000000.0,2
Jaarvis Accelerator,0.0,0
Jacqueline Fernandez,0.0,0
Jagdish & Sandeep Mehta Family Office,2300000.0,1
Jagdish Kumar,0.0,0
Jai Choi,500000.0,1
Jaideep Mehta,0.0,0
Jaikumar Nair,0.0,0
Jairaj Singh,0.0,0
Jamil Khatri,0.0,0
Jan Manten,0.0,0
Janak Jain,300000.0,1
Janak Parikh,0.0,0
Japan & Teruhide Sato (in Addition to MKS Switzerland & Kris GopalKrishnan),380000.0,1
Japan Vyas,0.0,0
"Jarett Posner, and Amit Bhatiani",2200000.0,1
Jason Hirschhorn,2200000.0,1
Jaspal Bindra,0.0,0
Jasper Infotech Pvt Ltd,57000000.0,1
Jaspreet Bindra,200000.0,1
Jatin Aneja,620000.0,1
Javelin StartupO Victory Fund,250000.0,1
Jay Sethuram,270000.0,1
Jay Srinivasan,785000.0,1
Jay Vijayan,500000.0,1
Jayabalan Subramanian,125000.0,1
Jayant Bokadia,320000.0,1
Jayant Davar,440000.0,1
Jayant Humbarwadi,0.0,0
Jayant Kadambi,0.0,0
Jaydeep Barman,0.0,0
Jayesh Parekh,275000.0,1
Jayesh Shah,0.0,0
Jaysukh Sapra,3000000.0,1
Jeevanandhan Rajagopal,0.0,0
Jeroen Mensen,500000.0,1
Jessica Wong,0.0,0
Jim Schimdktke,0.0,0
Jitendra Gupta,50000.0,1
Jitendra Gupta & Others,1100000.0,1
Jitendra Gupta & others,100000.0,1
Jitu Virwani,7500000.0,1
Joby Babu,300000.0,1
John Katzman,1700000.0,1
Jonathan Boutelle,0.0,0
Jones Lang LaSalle,3800000.0,1
"Josh Talks founders Supriya Paul and Shobha Banga, and former Hero Corporate president Rohit Chanana",0.0,0
Jozef Bardik,150000.0,1
Jr. Millennium Trust,0.0,0
Jungle Venture Partners,0.0,0
Jungle Ventures,59200000.0,12
Jungle Ventures & Bessemer Venture Partners,8000000.0,1
Jupiter Capital,0.0,0
Justin Kan,3000000.0,1
Jyoti Bansal,9500000.0,1
K Ganesh,5000000.0,1
K2 Capital,825000.0,1
KAE capital,0.0,0
KARSEMVEN Fund,825000.0,1
KCK Global & Others,49700000.0,1
KCL,140000.0,1
KDDI\\xc2\\xa0,0.0,0
KJS Group,5000000.0,1
KK Mehra,300000.0,1
KStart Capital,1750000.0,2
KTB Network,7400000.0,1
KWAN Entertainment & Marketing Solutions,350000.0,1
Kae Capital,41973000.0,17
Kae Capital & Others,2500000.0,1
Kae Capital Management,0.0,0
Kaizen Management Advisors,10000000.0,1
Kaizen Private Equity,0.0,0
Kalaari Capital,591370000.0,46
Kalaari Capital Accelerator Program,1500000.0,3
Kalaari Capital Partners,3000000.0,1
Kalaari Capital and IDG Ventures India,3100000.0,1
Kalaari Capital and Inventus Capital,21000000.0,1
Kalaari Capital and Others,120000000.0,1
Kalaari Capital and Private equity firm Multiples Alternate Asset Management,100000000.0,1
"Kalaari Capital, and Nandan Nilekani",26000000.0,1
Kalpana Tatavarti,0.0,0
Kalpavriksh,3000000.0,1
Kalpvriksh,3100000.0,1
Kalyan Krishnamurthy,307000.0,1
Kamal Bansal,0.0,0
Kamal Chabra,100000.0,1
Kamal Kothari,0.0,0
Kamal Puri,0.0,0
Kanchan Ghoshal,100000.0,1
Kanodia family,0.0,0
Kanpur Angels & Others,200000.0,1
Kantilal Patel,5000000.0,1
Kanwaljit Singh,3000000.0,2
Kapil Dev,145000.0,1
Kapil Goel,145000.0,1
Kapil Hetamsaria,200000.0,1
Karan Bajwa,0.0,0
Karan Bhagat,0.0,0
Karan Chellani,0.0,0
Karan Maheshwari,0.0,0
Karanpal Singh,2000000.0,1
Karanpal Singh & Others,1000000.0,1
Karnataka Semiconductor Venture Capital firm,500000.0,1
Karthee Madasamay,0.0,0
Kartik Hosanagar,1700000.0,1
Kashyap Deorah,1700000.0,1
Katabole Technology Venture,100000.0,1
Kaushal Agarwal,300000.0,1
Kedar Lele,200000.0,1
Keiretsu Forum,1450000.0,2
Keiretsu Forum & Others,780000.0,1
Keith Rodricks,100000.0,1
KellyGamma,0.0,0
Kemark Ventures,300000.0,1
Keshav Sanghi,500000.0,1
Kevin Parikh,285000.0,1
Keystone Group,6000000.0,1
Keyur Joshi,500000.0,1
Khattar Holdings,3600000.0,1
Khazanah Nasional Berhad,215000000.0,3
Khosla Impact,19150000.0,3
Khosla Ventures,23000000.0,3
Kickstarter,30768.0,1
Kima Ventures,3000000.0,1
Kingsway FCI Fund,49700000.0,1
Kinnevik Group,0.0,0
Kinzon Capital,15000000.0,1
Kiran Bhat,115000.0,1
Kiran Deshpande,600000.0,1
Kiran Mazumdar-Shaw,1200000.0,1
Kiran Shetty,0.0,0
Kirthiga Reddy,297000.0,1
Kishor Ganji,0.0,0
Kishore Ganji,5000000.0,1
Kishore Kumar,300000.0,1
Kiyohiro Sugashita,500000.0,1
Kleiner Perkins,15000000.0,1
Kludein LLC\\nPhanindra Sama,0.0,0
Knoll Ventures and others,5000000.0,1
Koen Bouwers,500000.0,1
Konglo Ventures,0.0,0
Konly Venture,7200000.0,1
Korea Investment Partners,11500000.0,1
Korea Investment Partners (KIP),0.0,0
Kotak Mahindra Bank,3800000.0,1
Kris Gopalakrishnan,92040000.0,4
Kris Gopalakrishnan & Others,1200000.0,1
Krish Seshadri,500000.0,1
Krishan Gupta & Others,1000000.0,1
Krishna Jhujhunwala,250000.0,1
Krishna Jhunjhunwaala,0.0,0
Krishna Jhunjhunwala,0.0,0
Krishna Mehra,0.0,0
Krishna Rokhale,100000.0,1
Krishnakumar Nataraj,595000.0,1
Krishnakumar Natarajan,385000.0,1
Krit Sankalp,0.0,0
Kshitij Arora,0.0,0
Kshitij Jain,0.0,0
Kstart Capital,0.0,0
Kumar Bansal,0.0,0
Kumar Shwetabh,350000.0,1
Kumar Vembu,3600000.0,1
Kunal Bahl,15839000.0,9
Kunal Bajaj,650000.0,1
Kunal Khattar,1000000.0,1
Kunal Shah,9300000.0,8
Kunal Shah & Sandeep Tandon,1900000.0,1
Kunal Shah and Manish Patel.,17200000.0,1
L.D Sharma,150000.0,1
LG Chandrasekhar,2000000.0,2
LGT Group,8200000.0,1
LGT Impact,55000000.0,1
LGT Impact Ventures,13500000.0,1
LN Buddharaju,0.0,0
LV Prasad,0.0,0
L\\xe2\\x80\\x99Occitane,11300000.0,2
Labruyere Eberl\\xc3\\xa9,0.0,0
Lahiri Music\\xe2\\x80\\x99s family office,0.0,0
Lakestar and Jungle Ventures,29500000.0,1
Lakshmi Narayanan,30000000.0,1
Lakshmi Vilas Bank & undisclosed HNIs,1400000.0,1
Lalit Mangal,300000.0,2
Lalit Mangal & Others,0.0,0
Lalit Vase,100000.0,1
Lalitesh Katragadda,750000.0,1
Langoor,0.0,0
Lantern Capital,1000000.0,1
Larry Braitman,1150000.0,1
Lashit Sanghvi,1500000.0,1
Lasmer NV,3591375.0,1
Lead Angel Network,0.0,0
Lead Angels,400000.0,1
Lead Angels & Others,0.0,0
Lead Angels Group & Others,0.0,0
Lead Angels Network,288995.0,2
LeapFrog Investments,72000000.0,2
Learn Capital,9500000.0,1
Lemelson Foundation,3500000.0,1
Lensbridge Capital,600000.0,1
Leo Capital,2000000.0,1
Leo Wang Sangeeth Ram,150000.0,1
Leon Seynave,0.0,0
Let\\xe2\\x80\\x99s Venture,500000.0,1
LetsVenture,9215000.0,14
LetsVenture & Others,1100000.0,1
LetsVenture investors,400000.0,1
Li Jian,0.0,0
Li Tao,0.0,0
Liberty Media,100000000.0,1
Life.SREDA,0.0,0
LightBox Ventures,6000000.0,1
LightSpeed Ventures,25000000.0,1
LightStreet,150000000.0,1
Lightbox,52000000.0,2
Lightbox Expansion Fund,6300000.0,1
Lightbox Ventures,71000000.0,4
Lightbox Ventures and others,5000000.0,1
Lightbridge Partners & Kairos,1100000.0,1
Lighthouse,157200000.0,1
Lighthouse Funds & Thuasne Participations,21000000.0,1
Lightspeed & Yuri Milner,50000000.0,1
Lightspeed India,4000000.0,2
Lightspeed India Partners,23100000.0,5
Lightspeed US,10000000.0,1
Lightspeed Venture Partners,741600000.0,11
Lightspeed Venture Partners India,10000000.0,1
Lightspeed Ventures,75500000.0,3
Ligthbox Ventures II,6300000.0,1
Likemind Ventures,0.0,0
Lindwall Family Investments LLC (LFI),500000.0,1
Line Corp,23000000.0,1
Line Ventures Corporation,23000000.0,1
Lion Ventures,200000.0,1
LionRock Capital,600000.0,1
Lionrock Capital,2500000.0,1
Lip-Bu Tan,0.0,0
Liquid 2 Ventures,8000000.0,1
Littlerock,0.0,0
Logtally,0.0,0
Lohia Group,10000000.0,1
Lok Capital,46000000.0,3
Lomesh Agarwal,500000.0,1
Lothal Angel Ventures,298000.0,1
Low Carbon Enterprise Fund,0.0,0
Lumina Datamatics,1000000.0,1
Lumis Partners,16900000.0,3
Luxasia Group,0.0,0
M & S partners,1000000.0,1
M George Oommen,540000.0,1
M&S Partners,13860000.0,7
M&S Partners & others,0.0,0
M&S Partners Pte. Ltd,250000.0,1
M&Y Partners,0.0,0
MAPE Advisory Group,0.0,0
"MASSIF, a Dutch government fund",5000000.0,1
MCube Capital Advisors Pvt Ltd,0.0,0
MCube8,0.0,0
MDI Ventures & Telkom Indonesia,4000000.0,1
MEMG CDC,26000000.0,1
MEMG Family Office,1040000.0,1
MGV,8000000.0,1
MJ Aravind,440000.0,1
MMY co-Founder,245000.0,1
MS Dhoni,11000000.0,1
MadhanKumar Madathupalayam,0.0,0
Madhukar Gangadi,2500000.0,1
Madhusudan E,0.0,0
Madhusudhan Jujare & Others,0.0,0
Madhusudhan Kannan,0.0,0
Mahalingam K,300000.0,1
Mahavir Pratap Sharma,150000.0,1
Mahavir Sharma,175000.0,1
Mahendra Doshi,150000.0,1
Mahendra Patel,40000.0,1
Mahesh Kothurkar,500000.0,1
